dec_order,readout,Chip ID,payload,location,isCol,timestamp,tot_msb,tot_lsb,tot_total,tot_us,hittime
0,0,0,4,0,False,100,0,23,23,0.23,1660333801.9846358
1,0,0,4,5,True,195,0,30,30,0.3,1660333801.98503
0,1,0,4,0,False,67,0,126,126,1.26,1660333802.080487
1,1,0,4,5,True,67,0,132,132,1.32,1660333802.080487
0,2,0,4,0,False,195,3,239,1007,10.07,1660333802.1577835
1,2,0,4,5,True,194,3,240,1008,10.08,1660333802.1577835
0,3,0,4,0,False,66,5,167,1447,14.47,1660333802.2349377
1,3,0,4,5,True,66,5,174,1454,14.54,1660333802.2351851
0,4,0,4,0,False,194,3,247,1015,10.15,1660333802.2943475
1,4,0,4,5,True,194,3,254,1022,10.22,1660333802.2953763
0,5,0,4,0,False,65,2,233,745,7.45,1660333802.3537772
1,5,0,4,5,True,65,2,240,752,7.52,1660333802.3547776
0,6,0,4,0,False,193,3,175,943,9.43,1660333802.448978
1,6,0,4,5,True,193,3,184,952,9.52,1660333802.448978
0,7,0,4,0,False,64,15,153,3993,39.93,1660333802.5257707
1,7,0,4,5,True,64,15,149,3989,39.89,1660333802.5267713
0,8,0,4,0,False,192,15,185,4025,40.25,1660333802.604695
1,8,0,4,5,True,192,15,184,4024,40.24,1660333802.604897
0,9,0,4,0,False,63,4,127,1151,11.51,1660333802.682761
1,9,0,4,5,True,63,4,134,1158,11.58,1660333802.682761
0,10,0,4,0,False,191,3,50,818,8.18,1660333802.7446892
1,10,0,4,5,True,191,3,54,822,8.22,1660333802.7448137
0,11,0,4,0,False,63,2,1,513,5.13,1660333802.8406298
1,11,0,4,5,True,62,2,8,520,5.2,1660333802.8406298
0,12,0,4,0,False,190,2,6,518,5.18,1660333802.9214382
1,12,0,4,5,True,190,2,11,523,5.23,1660333802.922435
0,13,0,4,0,False,62,1,222,478,4.78,1660333803.0003445
1,13,0,4,5,True,61,1,227,483,4.83,1660333803.0013363
0,14,0,4,0,False,189,6,33,1569,15.69,1660333803.0724254
1,14,0,4,5,True,189,6,40,1576,15.76,1660333803.0724254
0,15,0,4,0,False,61,7,69,1861,18.61,1660333803.1502137
1,15,0,4,5,True,61,7,76,1868,18.68,1660333803.1502137
0,16,0,4,0,False,188,3,39,807,8.07,1660333803.2285478
1,16,0,4,5,True,188,3,46,814,8.14,1660333803.2285478
0,17,0,4,0,False,60,15,145,3985,39.85,1660333803.3087304
1,17,0,4,5,True,60,15,149,3989,39.89,1660333803.3087304
0,18,0,4,0,False,187,0,167,167,1.67,1660333803.3884213
1,18,0,4,5,True,187,0,175,175,1.75,1660333803.3894157
0,19,0,4,0,False,59,3,11,779,7.79,1660333803.4602807
1,19,0,4,5,True,59,3,19,787,7.87,1660333803.4612787
0,20,0,4,0,False,186,1,28,284,2.84,1660333803.5446217
1,20,0,4,5,True,186,1,34,290,2.9,1660333803.5451455
0,21,0,4,0,False,58,0,6,6,0.06,1660333803.6233723
1,21,0,4,5,True,58,0,14,14,0.14,1660333803.6233723
0,22,0,4,0,False,186,0,217,217,2.17,1660333803.6973317
1,22,0,4,5,True,185,0,223,223,2.23,1660333803.6975582
0,23,0,4,0,False,57,3,183,951,9.51,1660333803.7810042
1,23,0,4,5,True,57,3,189,957,9.57,1660333803.7810042
0,24,0,4,0,False,185,3,27,795,7.95,1660333803.8373754
1,24,0,4,5,True,185,3,35,803,8.03,1660333803.8383737
